Guid,Name,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,IsPartner,IsCustomerPortal,Jigsaw,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,SBQQ__CoTerminationEvent__c,test_field_1__c,MyExternalId__c
b3eb2275-8f0e-413e-8d4f-688d96bb0cc9,ZRiYYCExWdDDzXiguJv,#N/A,3682 Botsford Stravenue,Lake Blairmouth,Oklahoma,#N/A,Iran,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(927) 728-7964,(728) 450-3352,#N/A,https://grmjmamkjrgpiw/qibne,#N/A,#N/A,3.3286408654543767,4258,#N/A,#N/A,vGcra,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
5fcc7679-94a1-4a76-85fa-4a287ede480f,pgjnETvwBGteS,#N/A,1150 Fadel Underpass,Tarynville,South Dakota,#N/A,Bahrain,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8320194428,(907) 234-8384 x1335,#N/A,https://YekDgyLZwU.com/zllQL,#N/A,Banking,8.875927947991094,340,#N/A,#N/A,DgUeo,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
22b1fdcc-5022-4119-b29f-08b2a07edf01,mLEfkRIucmhRUhfknnP,#N/A,83734 Tyree Ridge,Robbieberg,Colorado,#N/A,Guadeloupe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(678) 781-5063,(410) 566-4753 T8347,#N/A,https://yrjeqmjrealbxw/phfeb,#N/A,#N/A,16.50747416191458,3158,#N/A,#N/A,PrOcS,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
2d0b83c8-518e-4a8d-9c1d-e7f4831ac2df,OvfeTvhawssEOdCAGPa,#N/A,368 Julietta Crescent,Celesteburgh,Tennessee,#N/A,Iceland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(508) 636-1275 i0261,(788) 487-7493,#N/A,https://gqsqpxlgidrcek/rfwot,#N/A,#N/A,43.123437881045,961709,#N/A,#N/A,bDoOQ,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
650fd8fd-2ad8-4f89-b4e7-1d1047b6051d,CJcdDtjijenIbPFmgrQ,#N/A,1197 Kuhlman Pine,West Olliemouth,Utah,#N/A,United Arab Emirates,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(728) 459-6985 G3282,(229) 812-9261 x3893,#N/A,https://ImPWUbZAlS.com/dzoIp,#N/A,#N/A,18.109542593236082,406242,#N/A,#N/A,JsAib,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
36a6eaaa-3aa5-4108-973f-360ad9436b53,Test Account 015-002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
2332c2cb-255b-41fc-b5df-a088f0d36fe0,EkArNSwsViDSqwEnJlF,#N/A,491 O'Kon Valley,Fisherton,Montana,#N/A,Hungary,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(160) 110-3468 d0023,(925) 501-9371,#N/A,https://YQCmvWdWbR.com/hFoMW,#N/A,#N/A,12.884513577026409,614026,#N/A,#N/A,aBcri,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
47892ae6-2a7e-4815-99a4-007a7066db9f,SGNfPkNIjLJwCvGXiWE,#N/A,24019 Clayton Glen,South Morris,New Jersey,#N/A,Iceland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(968) 197-6021 S1853,(859) 229-0785,#N/A,https://OqhtxCPwdH.com/flfgb,#N/A,#N/A,84.16404624671098,959222,#N/A,#N/A,rulhc,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
2a8371d7-6142-4794-a36c-4bab71d61c85,OreoyWdgNLJKsNEDTHp,#N/A,534 Witting Spur,Douglasmouth,Kentucky,#N/A,India,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(006) 064-0488 B7560,(562) 230-6455 r7475,#N/A,https://lhndidhxbjgcnu/uhyam,#N/A,#N/A,26.9520529286832,129142,#N/A,#N/A,bjzDQ,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
0085071a-13be-4788-98fd-07fa16752f0f,TyxVNSKicMUNzvLMiRi,#N/A,37207 Ebert Coves,Franceneburgh,Kentucky,#N/A,Denmark,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(063) 956-2884,(693) 769-9690 x3325,#N/A,https://usfmqgazacahfm/bwlro,#N/A,#N/A,13.40316933045081,540906,#N/A,#N/A,UhFRt,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
ef1aeb32-fdec-4c04-8057-ef15d33944ea,QJJjoAxxtkDytdFEzjO,#N/A,0903 Funk Shoal,Bednarland,Pennsylvania,#N/A,Uzbekistan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(209) 605-8382,(917) 507-5354 x6197,#N/A,https://AmlAqzCTQP.com/JBWvm,#N/A,#N/A,72.11416202261968,327930,#N/A,#N/A,wjBeh,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
d7574291-6085-4ea4-95de-65a83c0371b4,Digitube,Prospect,1295 State St,Springfield,MA,01111-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.413.788.8411,#N/A,#N/A,#N/A,#N/A,Manufacturing,1.9687E10,#N/A,#N/A,#N/A,Sirius Cybernetics Corporation is the leader in Manufacturing in Springfield,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7241694c-c613-4cfd-9491-6660c42cd305,Global Media,Prospect,150 Chestnut Street,Toronto,Ontario,L4B 1Y3,Canada,#N/A,#N/A,#N/A,150 Chestnut Street,Toronto,Ontario,L4B 1Y3,Canada,#N/A,#N/A,#N/A,(905) 555-1212,#N/A,#N/A,#N/A,#N/A,Corporate Office,#N/A,14668,#N/A,#N/A,"GBM is the worldwide leader in technology news and information on the Web and the producer of the longest-running and farthest-reaching television shows about technology. GBM's network of sites combines breakthrough interactive technology with engaging content and design and is consistently ranked as the Internet's leading content network in terms of both audience size and revenue, serving millions of users each day. The company's television programming is broadcast by the USA Network and the Sci-Fi Channel to more than 70 million households and is syndicated to broadcast television stations in the nation's top 120 markets, including the top 10 markets.",#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,true,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
effee9fa-51b6-4478-88ad-1f838b8740be,WwGKogiEBtfDQettOZm,#N/A,62979 Spinka Groves,Lake Huefurt,Arizona,#N/A,China,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(488) 757-7675 u7406,(309) 720-4434,#N/A,https://ylOAANpRSJ.com/mVppQ,#N/A,#N/A,18.194898044236144,415866,#N/A,#N/A,kAbQM,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
1979cb58-be8d-4ce0-a9fc-ab148b27578c,zQrrQQzGyTHcC,#N/A,6369 Reilly Extension,East Donville,Colorado,#N/A,Algeria,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9808407068,(224) 331-7099 x8712,#N/A,https://CZLpsQatvn.com/rInzP,#N/A,Banking,26.235167775789247,430,#N/A,#N/A,sqiNs,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
25f4a307-a312-4023-8036-9c67d8c0cd1d,npXoKzuXdHOPEuKEjBU,#N/A,78134 Cronin Vista,Smithberg,New Mexico,#N/A,American Samoa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(948) 171-4222,(682) 231-6961,#N/A,https://gLJPMgiTKn.com/UDFDd,#N/A,#N/A,27.317281739976327,637477,#N/A,#N/A,fOypg,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
ff980904-c013-47f9-ba16-c062d269f131,bWnlbyymKROhzMloZkL,#N/A,0532 Kessler Roads,South Eugena,Iowa,#N/A,Tunisia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(631) 503-6634,(866) 792-6369,#N/A,https://nrktgfgpmnydhg/kevbn,#N/A,#N/A,79.72430408067594,724095,#N/A,#N/A,gaHmx,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
334ff613-c412-4bfa-994e-cfafdbcb55ed,tnsAkOwemxzYufkcBjM,#N/A,41976 Kling Falls,Port Josue,Maryland,#N/A,Holy See (Vatican City State),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(766) 268-2722,(732) 773-5926 x8010,#N/A,https://SPUooGWbcQ.com/eoKaQ,#N/A,#N/A,56.71751161980113,617812,#N/A,#N/A,xcfKo,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
73b15bd4-1fb2-4639-ae08-4b97906bc6f3,DkXDRQGiCBSmqtxGrml,#N/A,2068 Lynn River,Wehnerchester,Texas,#N/A,Saint Pierre and Miquelon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(663) 058-7830 o6052,(954) 804-1421 x1579,#N/A,https://vlCeRlaEFB.com/ioamc,#N/A,#N/A,61.11899468927234,52838,#N/A,#N/A,TfqbF,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
6d3b8c16-7158-4971-a35d-0ce9b81c1172,PCXVhEwexrVerObHwGR,#N/A,60223 Cody Port,South Veronique,Vermont,#N/A,Argentina,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(371) 122-6613 d1539,(643) 727-0328,#N/A,https://tyalpmwmejcfvh/mecwk,#N/A,#N/A,0.5332640555119127,843117,#N/A,#N/A,lADEe,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
d7ad681b-0351-4031-ae60-1e7ec9e1c3ef,TfGkWNpCsbqKniFEmnT,#N/A,04230 Bauch Loop,Mooretown,Pennsylvania,#N/A,Slovakia (Slovak Republic),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(683) 822-4333 W3359,(219) 871-5222 h2113,#N/A,https://vzpmfprluapdgb/wbdeq,#N/A,#N/A,82.32879580990868,946177,#N/A,#N/A,PLMVI,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
0e3df42f-6e1e-4ecc-8dee-1b41a3c46d06,Edgeclub,Customer,2455 Paces Ferry Rd SE,Atlanta,GA,30339-1834,United States,#N/A,#N/A,#N/A,P.O. BOX 105715,Atlanta,GA,30348-5715,US,#N/A,#N/A,#N/A,1.770.433.8211,#N/A,#N/A,#N/A,#N/A,Services,8.8519E10,#N/A,#N/A,#N/A,"Cashless Systems, Inc. is the leader in Services in Atlanta",#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7ed42a5f-b0dc-4d4c-b90d-b83c85b43df5,zUviNLhGLsHaDCcNvRp,#N/A,54096 Hipolito Parks,New Lazaro,Connecticut,#N/A,Sao Tome and Principe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(217) 204-6091 p0066,(136) 137-7643 F1989,#N/A,https://sehfaddpblmzvh/jywhc,#N/A,#N/A,43.80152334881842,623656,#N/A,#N/A,hgWiM,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
292ffeb5-009f-414b-87e4-0f948f4d234e,fpLbriYPuIBnhJfMdYe,#N/A,714 Tyesha Heights,Osinskiborough,Tennessee,#N/A,Montserrat,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(338) 696-8501,(440) 251-1511,#N/A,https://WkGHBXIjuL.com/FulbV,#N/A,#N/A,68.92299789422673,657401,#N/A,#N/A,wIOCy,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
46664fd2-cc69-4cd4-a217-a30138ccee85,dBrWYiFKsXxtypjYgLL,#N/A,913 McDermott Meadows,Daronton,Colorado,#N/A,Cape Verde,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(416) 731-8166,(863) 626-5175 x0887,#N/A,https://cWlBdcyktF.com/iCDzL,#N/A,#N/A,18.775926488970864,11192,#N/A,#N/A,gdZCK,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
917c957f-72bd-4506-8431-224862995214,gyaiZGYsuKVTz,#N/A,29558 Beverlee Forges,West Chiquitachester,Nebraska,#N/A,Republic of Korea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3666110991,(616) 757-9098,#N/A,https://viOhTHwhZR.com/wABwY,#N/A,Banking,47.8916616836502,533,#N/A,#N/A,CaFtl,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
4054c384-d4c9-4092-be74-1a20fa883b19,LtwAuYFLvxGbAGtVLgY,#N/A,705 Ankunding Mission,Prohaskatown,Kansas,#N/A,Romania,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(937) 598-3108 k2202,(719) 302-5222,#N/A,https://IwYrNsSluD.com/KRkSd,#N/A,#N/A,11.287900936319774,138272,#N/A,#N/A,JEwhb,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
2dfad0e0-ad6e-4274-ad4c-15aaab6cb2aa,qCHOGQLKMpIXAQYociG,#N/A,68187 Schumm Run,Gibsonshire,Montana,#N/A,Japan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(245) 782-8921,(417) 337-7972,#N/A,https://hQviwjAWBO.com/iEBqL,#N/A,#N/A,66.63340772128655,285357,#N/A,#N/A,rVJWo,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
6de3a63e-6296-41ab-b5b3-a5054929d50d,dEZIvDHwtVBEwoapSjx,#N/A,157 Ratke Plaza,Mullershire,Texas,#N/A,Svalbard & Jan Mayen Islands,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(223) 894-3845,(856) 479-1318 x4840,#N/A,https://zbChucESnl.com/UxCon,#N/A,#N/A,96.80935922130078,675933,#N/A,#N/A,KFJmh,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
f6055f8d-a4ab-400b-a35b-bd3f17c8c726,AhcXxQVpOtQWMaekFqg,#N/A,829 Ryan Island,Minervaside,Indiana,#N/A,Paraguay,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(273) 529-6854 F2963,(239) 570-9077,#N/A,https://IYoPGyfZBQ.com/tsmTa,#N/A,#N/A,36.62840126612641,98926,#N/A,#N/A,sdnTS,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
a75c074c-f24a-41c9-9106-893502d899ef,IRNGZBTxuyDZCvyPGse,#N/A,5566 Evan Lane,Adanburgh,Illinois,#N/A,Trinidad and Tobago,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(329) 399-8457,(765) 683-4726 s1808,#N/A,https://kpicwrpnrjjxsd/cewoz,#N/A,#N/A,31.475181774813503,444301,#N/A,#N/A,nOdDd,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
af2a737a-9697-4c0e-aec5-48be6a68879c,aOzSTZupeDPqwdykxuY,#N/A,888 Tamica Squares,South Louiemouth,New York,#N/A,Monaco,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(165) 445-1379 u5093,(914) 461-5657,#N/A,https://pwjvqwewtndmkz/fhdxx,#N/A,#N/A,6.752591394762029,296090,#N/A,#N/A,IAkam,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
f86a72e0-76a9-489f-9140-96c871b0a3a0,iNvscZSDPpsGoKxDiIH,#N/A,494 Apryl Springs,West Jodieville,North Dakota,#N/A,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(435) 661-5659,(774) 712-2706 x1084,#N/A,https://HMVDgDebCi.com/mXLay,#N/A,#N/A,82.343879897886,963677,#N/A,#N/A,ymRkU,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
5857f077-8794-484a-b8a3-e4a51a69de12,yrbdhXlQrRJoOPaxNcT,#N/A,225 Reichert Flat,Bartonport,Alabama,#N/A,Saint Helena,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(530) 333-6687 M3263,(119) 781-3348 T1632,#N/A,https://hwublgcbjzdyre/wtkio,#N/A,#N/A,98.49643535635049,314027,#N/A,#N/A,pvoqs,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
ebe0f5a6-8d65-400b-8333-7a827053b2bd,tlUdLjDWjLdkl,#N/A,58795 Rolfson Field,Port Zonaview,New York,#N/A,Moldova,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5395224477,(973) 919-6227,#N/A,https://wDxnRHbhMu.com/cTstj,#N/A,Banking,0.7085321625663271,20,#N/A,#N/A,gbtZl,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
631cc9f0-4f2a-4834-91aa-bc8a59c73f3a,XOgOvBqpdaqUB,#N/A,03075 Lucien Knolls,Lake Quianafort,Arkansas,#N/A,Canada,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9568733857,(703) 502-9174 x6345,#N/A,https://chERUekMjW.com/INHgn,#N/A,Banking,18.181759623589294,228,#N/A,#N/A,yTnFK,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A
614eb227-7ea3-4b9f-987b-122871ca8981,Dabfeed,Customer,300 Chestnut Ridge Road,Bavaria,Munich,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,9.05588171E8,#N/A,#N/A,#N/A,SS North is the leader in Healthcare in Bavaria,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
